,error,slope,name
358,0.052797686458875476,0.0003496615713482344,"42(2_0_0, 4_0_0)"
359,0.04663649557259926,4.626981416269755e-05,"42(3_0_0, 4_0_0)"
360,0.010179539704260996,0.0018309772409723212,"43(1_0_0, 2_0_0)"
361,0.014119971206572468,0.0017532048509283629,"43(1_0_0, 3_0_0)"
362,0.012854043608223177,0.0017413344895827623,"43(1_0_0, 4_0_0)"
363,0.018593784826746923,0.0015745967239536099,"43(2_0_0, 3_0_0)"
364,0.05822461695768674,0.00019140185572210446,"43(2_0_0, 4_0_0)"
365,0.013207336087808138,0.0011238057004765592,"43(3_0_0, 4_0_0)"
366,0.014971620444223477,0.0017547561782922233,"44(1_0_0, 2_0_0)"
367,0.015273122684617772,0.0013252429343855537,"44(1_0_0, 3_0_0)"
368,0.006080390806840568,0.0015095264025185152,"44(1_0_0, 4_0_0)"
369,0.009627573738856542,0.0011859115979240013,"44(2_0_0, 3_0_0)"
370,0.027412879839648744,0.0011762373095238394,"44(2_0_0, 4_0_0)"
371,0.02840629643765124,0.0011196820476912454,"44(3_0_0, 4_0_0)"
372,0.017696651419092956,0.0017132231955287339,"45(1_0_0, 2_0_0)"
373,0.08000710512993844,0.00022096983744437318,"45(1_0_0, 3_0_0)"
374,0.02212126808306337,0.0016492228121331224,"45(1_0_0, 4_0_0)"
375,0.021716682006968857,0.0010851805431718734,"45(2_0_0, 3_0_0)"
376,0.02992275429442005,0.0008804041359573232,"45(2_0_0, 4_0_0)"
377,0.04263203215329536,0.0005952657038104164,"45(3_0_0, 4_0_0)"
378,0.008801489734038047,0.0017546655847926077,"46(1_0_0, 2_0_0)"
379,0.012408109195818987,0.0014769546469735452,"46(1_0_0, 3_0_0)"
380,0.014021615017986442,0.0014380223911899673,"46(1_0_0, 4_0_0)"
381,0.0224158700132761,0.0013920174229944979,"46(2_0_0, 3_0_0)"
382,0.07589552339837952,0.00023367629047912143,"46(2_0_0, 4_0_0)"
383,0.03395859763611075,0.0010581732392996247,"46(3_0_0, 4_0_0)"
384,0.03346773703594437,0.0005057178858576423,"47(1_0_0, 2_0_0)"
385,0.0314593737385091,0.0008142218449267523,"47(1_0_0, 3_0_0)"
386,0.035091651011792506,0.00012009668318161719,"47(1_0_0, 4_0_0)"
387,0.039336512260848305,0.000787686212083953,"47(2_0_0, 3_0_0)"
388,0.022049462314810784,0.0009184948840941264,"47(2_0_0, 4_0_0)"
389,0.025098995946137636,0.0007353118091149529,"47(3_0_0, 4_0_0)"
390,0.0210007611867481,0.0013428183254515246,"48(1_0_0, 2_0_0)"
391,0.0329297428786992,0.0001399594555675783,"48(1_0_0, 3_0_0)"
392,0.023471770252079575,0.0008911769924897444,"48(1_0_0, 4_0_0)"
393,0.03946525688477109,0.0002422588266726111,"48(2_0_0, 3_0_0)"
394,0.018114747165969954,0.0013799777162548036,"48(2_0_0, 4_0_0)"
395,0.028111513872006923,0.0008026065001733983,"48(3_0_0, 4_0_0)"
396,0.07742466626474914,3.441099973429096e-05,"49(1_0_0, 2_0_0)"
397,0.051233605830696784,0.0004790624417675049,"49(1_0_0, 3_0_0)"
398,0.03616013974088041,0.0009633304954444348,"49(1_0_0, 4_0_0)"
399,0.027786389859086377,0.0012336447260826687,"49(2_0_0, 3_0_0)"
400,0.029892957239660144,0.001245853459186024,"49(2_0_0, 4_0_0)"
401,0.03440012923843629,0.0005136522279332788,"49(3_0_0, 4_0_0)"
402,0.07825686241812727,0.0002217443134534714,"50(1_0_0, 2_0_0)"
403,0.009323316754596089,0.0015901621486291739,"50(1_0_0, 3_0_0)"
404,0.038852972402214386,0.0008058391302227375,"50(1_0_0, 4_0_0)"
405,0.021120187863255646,0.0016216339020292342,"50(2_0_0, 3_0_0)"
406,0.014934439622824784,0.0013009524573494825,"50(2_0_0, 4_0_0)"
407,0.016403283705277622,0.0012750583731465375,"50(3_0_0, 4_0_0)"
