,error,slope,name
146,0.0327046469626393,0.0005135651491623632,"19(1_0_0, 4_0_0)"
147,0.02671714434249566,0.0012592860514303466,"19(2_0_0, 3_0_0)"
148,0.017584851099498425,0.0008473815798090253,"19(2_0_0, 4_0_0)"
149,0.015280421328296375,0.0009239395108124259,"19(3_0_0, 4_0_0)"
150,0.04998513908982995,0.0004259480899757355,"20(1_0_0, 2_0_0)"
151,0.042737816835470226,0.0003879239097157584,"20(1_0_0, 3_0_0)"
152,0.04405145676783084,0.0001936237826952351,"20(1_0_0, 4_0_0)"
153,0.028881535872465485,0.0009703669150472005,"20(2_0_0, 3_0_0)"
154,0.033069572746268136,0.0010959077120939516,"20(2_0_0, 4_0_0)"
155,0.031570909801501054,0.0005781169585350535,"20(3_0_0, 4_0_0)"
156,0.0022242694139115175,0.0016056520427058585,"21(1_0_0, 2_0_0)"
157,0.031824344490368424,0.0007568941610068033,"21(1_0_0, 3_0_0)"
158,0.020631922873489573,0.0008223068000025157,"21(1_0_0, 4_0_0)"
159,0.03253106325665583,0.0007362122451345946,"21(1_0_0, 5_0_0)"
160,0.04323921586736948,3.872019296765138e-05,"21(2_0_0, 3_0_0)"
161,0.015512699316931946,0.0008037567717620366,"21(2_0_0, 4_0_0)"
162,0.04088132944023426,0.0007353907014852888,"21(2_0_0, 5_0_0)"
163,0.01667161117626596,0.0005198182948485598,"21(3_0_0, 4_0_0)"
164,0.02344465630436902,0.0005184955983327416,"21(3_0_0, 5_0_0)"
165,0.013080982626538352,0.0016122887439451886,"21(4_0_0, 5_0_0)"
166,0.00852950523629311,0.0013182314524528128,"22(1_0_0, 2_0_0)"
167,0.008090213497787921,0.0014908450337666112,"22(1_0_0, 3_0_0)"
168,0.07145128509647324,0.00030108833110282504,"22(1_0_0, 4_0_0)"
169,0.06041959239256542,0.0003783636622212725,"22(1_0_0, 5_0_0)"
170,0.045364877197833955,0.0009430692346285132,"22(2_0_0, 3_0_0)"
171,0.07874792709412179,0.0003452844263918349,"22(2_0_0, 4_0_0)"
172,0.06925910939251914,8.241359403576192e-05,"22(2_0_0, 5_0_0)"
173,0.050649767671669316,0.0001564411623220394,"22(3_0_0, 4_0_0)"
174,0.04363197555527247,0.00020927852759380363,"22(3_0_0, 5_0_0)"
175,0.009938912174314198,0.0015054587328791325,"22(4_0_0, 5_0_0)"
176,0.00292199232338855,0.0012089075010769603,"23(1_0_0, 2_0_0)"
177,0.011915507601518063,0.001091515763066695,"23(1_0_0, 3_0_0)"
178,0.019313403903045482,0.0012084195977374447,"23(1_0_0, 4_0_0)"
179,0.028243226389597857,0.0011681974181954541,"23(1_0_0, 5_0_0)"
180,0.041994601561299756,0.00011285432976202404,"23(2_0_0, 3_0_0)"
181,0.027178193365179168,0.000910413491119596,"23(2_0_0, 4_0_0)"
182,0.013392752784182829,0.0008731316968259502,"23(2_0_0, 5_0_0)"
183,0.04045661083675374,7.946912365951298e-05,"23(3_0_0, 4_0_0)"
184,0.025555052689457913,0.00042362912217503546,"23(3_0_0, 5_0_0)"
185,0.015082327834507086,0.0017479637372544005,"23(4_0_0, 5_0_0)"
186,0.009044490997921274,0.0017388059592769935,"24(1_0_0, 2_0_0)"
187,0.021914523775509575,0.0013313196059368518,"24(1_0_0, 3_0_0)"
188,0.008329071874390765,0.0015748855244054156,"24(1_0_0, 4_0_0)"
189,0.0044294867140755485,0.001472112580427147,"24(1_0_0, 5_0_0)"
190,0.019909510611696827,0.0013983491301175338,"24(2_0_0, 3_0_0)"
191,0.04495509064283586,0.0005720279646376637,"24(2_0_0, 4_0_0)"
192,0.05708444560480772,0.00020236063334967667,"24(2_0_0, 5_0_0)"
193,0.03501245070645615,0.00012724904702482423,"24(3_0_0, 4_0_0)"
194,0.026838293024719982,0.0005966498625196435,"24(3_0_0, 5_0_0)"
195,0.012978489247639747,0.0018064404821745267,"24(4_0_0, 5_0_0)"
196,0.016900556028810815,0.0015221904146373079,"25(1_0_0, 2_0_0)"
197,0.01728913473240341,0.00140750900527548,"25(1_0_0, 3_0_0)"
198,0.046253243017038446,0.0007124357590057844,"25(1_0_0, 4_0_0)"
199,0.03905180664531608,2.938179586930817e-07,"25(1_0_0, 5_0_0)"
200,0.01944587355965201,0.0014742841908205592,"25(2_0_0, 3_0_0)"
201,0.049711282898821665,0.00044633753298981926,"25(2_0_0, 4_0_0)"
202,0.04189586006037693,0.00035816135863713823,"25(2_0_0, 5_0_0)"
203,0.041390701323895274,0.0006664012126509666,"25(3_0_0, 4_0_0)"
204,0.01882716678167948,0.000875108403719621,"25(3_0_0, 5_0_0)"
205,0.0544799122795373,0.0005355249015980305,"25(4_0_0, 5_0_0)"
206,0.051245863343312346,0.00011476671553526993,"26(1_0_0, 2_0_0)"
207,0.03498385861998735,0.0014058900277851949,"26(1_0_0, 3_0_0)"
208,0.04265152804236979,0.0005505328851716833,"26(1_0_0, 4_0_0)"
209,0.02022633891550497,0.0010040487671525683,"26(1_0_0, 5_0_0)"
210,0.03820660015570842,0.00045420629903614054,"26(2_0_0, 3_0_0)"
211,0.07178362592181027,0.000569083087945364,"26(2_0_0, 4_0_0)"
212,0.058974194128806535,5.3659054018931224e-05,"26(2_0_0, 5_0_0)"
213,0.03409067128072444,0.0010470658249827995,"26(3_0_0, 4_0_0)"
214,0.047437775012848064,0.0009650396531884321,"26(3_0_0, 5_0_0)"
215,0.03204904467707174,0.0008667681285073836,"26(4_0_0, 5_0_0)"
216,0.014769073553203359,0.0014157775368413843,"27(1_0_0, 2_0_0)"
217,0.01895685467599171,0.0007346029232648647,"27(1_0_0, 3_0_0)"
218,0.03458402132153276,0.000789950982226541,"27(1_0_0, 4_0_0)"
219,0.05810262586425141,0.0002568388753701665,"27(1_0_0, 5_0_0)"
220,0.018152545371160615,0.0014003714287374272,"27(2_0_0, 3_0_0)"
221,0.02273593279321854,0.0015070667959587165,"27(2_0_0, 4_0_0)"
222,0.032403622162331315,0.0012588991057359627,"27(2_0_0, 5_0_0)"
223,0.03166459806660088,0.0008381342743218574,"27(3_0_0, 4_0_0)"
224,0.0398065471614223,0.0002480044318815577,"27(3_0_0, 5_0_0)"
225,0.049372294480189295,0.00036514317827435834,"27(4_0_0, 5_0_0)"
226,0.014287417358658407,0.0016803594162246532,"28(1_0_0, 2_0_0)"
227,0.05024686567245368,5.4692727946534964e-05,"28(1_0_0, 3_0_0)"
228,0.059121132869861676,0.00022929583932402157,"28(1_0_0, 4_0_0)"
229,0.019633049151450675,0.0008695882328328687,"28(1_0_0, 5_0_0)"
230,0.026554283023029934,0.0015294331855254025,"28(2_0_0, 3_0_0)"
231,0.017483387017639417,0.0015625782966428334,"28(2_0_0, 4_0_0)"
232,0.01955158298654338,0.0008883847832862886,"28(2_0_0, 5_0_0)"
233,0.05110129094035898,0.0002549942235104905,"28(3_0_0, 4_0_0)"
234,0.03824825778180767,0.0006088496077978252,"28(3_0_0, 5_0_0)"
235,0.012662967611143409,0.0008633161010708967,"28(4_0_0, 5_0_0)"
236,0.025174375642016206,0.001437019954153248,"29(1_0_0, 2_0_0)"
237,0.03995521666613504,0.0006330338527215366,"29(1_0_0, 3_0_0)"
238,0.03753886836970797,3.268773456608854e-05,"29(1_0_0, 4_0_0)"
239,0.03732153110820581,0.0005343463950524262,"29(1_0_0, 5_0_0)"
240,0.01538903283487926,0.0014309339431396535,"29(2_0_0, 3_0_0)"
241,0.018328741199195652,0.001633295609198017,"29(2_0_0, 4_0_0)"
242,0.02315841060513107,0.001400921854322664,"29(2_0_0, 5_0_0)"
243,0.06110935316396088,0.00032831288899481676,"29(3_0_0, 4_0_0)"
244,0.027846606195864335,0.0004490616440447863,"29(3_0_0, 5_0_0)"
245,0.04250303524474212,0.0008825148822627487,"29(4_0_0, 5_0_0)"
246,0.01319628355509008,0.00141866983928698,"30(1_0_0, 2_0_0)"
247,0.07305786204896998,0.00020307458631153846,"30(1_0_0, 3_0_0)"
248,0.07586852357715991,0.0006921531572996266,"30(1_0_0, 4_0_0)"
249,0.017400032215880903,0.001109546952896012,"30(1_0_0, 5_0_0)"
250,0.04658747921293939,0.0010168677313289348,"30(2_0_0, 3_0_0)"
251,0.05444758634789354,0.0009257641693956548,"30(2_0_0, 4_0_0)"
252,0.0335843887862691,0.0009439500445421364,"30(2_0_0, 5_0_0)"
253,0.041388676528571186,0.0007943113484014295,"30(3_0_0, 4_0_0)"
254,0.01824498981745441,0.0010650522759660158,"30(3_0_0, 5_0_0)"
255,0.06979610869417611,0.00029971977435936504,"30(4_0_0, 5_0_0)"
256,0.010085336209835797,0.0012408605095111276,"31(1_0_0, 2_0_0)"
257,0.05265436754362662,0.0003283566324201239,"31(1_0_0, 3_0_0)"
258,0.010235692102013189,0.0016012775151474732,"31(1_0_0, 4_0_0)"
259,0.04253942661420054,5.9619395341824686e-05,"31(1_0_0, 5_0_0)"
260,0.03564438838322123,0.0013256492260332094,"31(2_0_0, 3_0_0)"
261,0.03423049801569928,0.000612132806557936,"31(2_0_0, 4_0_0)"
262,0.01796544287256692,0.0008342656099397843,"31(2_0_0, 5_0_0)"
263,0.022148440587464596,0.001215669905803108,"31(3_0_0, 4_0_0)"
264,0.05618129350792754,0.00045414706455224285,"31(3_0_0, 5_0_0)"
265,0.060567023262927504,8.155923320110716e-05,"31(4_0_0, 5_0_0)"
266,0.0182846182482375,0.0016654417789741707,"32(1_0_0, 2_0_0)"
267,0.01192244091776767,0.0017049690275677644,"32(1_0_0, 3_0_0)"
268,0.012922370082931133,0.0018345681011069184,"32(1_0_0, 4_0_0)"
269,0.02314399845784671,0.0008595887288435867,"32(1_0_0, 5_0_0)"
270,0.011105254019601914,0.0016142649786261795,"32(2_0_0, 3_0_0)"
271,0.00926389662996421,0.0011206053271281156,"32(2_0_0, 4_0_0)"
272,0.04310943489303717,0.0004426641230883274,"32(2_0_0, 5_0_0)"
273,0.02536358009095366,0.0012811817442446199,"32(3_0_0, 4_0_0)"
274,0.04056215420036429,0.0008441240444252113,"32(3_0_0, 5_0_0)"
275,0.03562234239929892,0.0004081251999019019,"32(4_0_0, 5_0_0)"
276,0.010545806017317179,0.0015477887108413647,"33(1_0_0, 2_0_0)"
277,0.018802593258088644,0.0008263305343324698,"33(1_0_0, 3_0_0)"
278,0.01001333624525813,0.0016941899006567046,"33(1_0_0, 4_0_0)"
279,0.05409149463272815,0.000292576998087734,"33(1_0_0, 5_0_0)"
280,0.005184559307686496,0.0013673477507526303,"33(2_0_0, 3_0_0)"
281,0.02353054758985701,0.0014231395737848498,"33(2_0_0, 4_0_0)"
282,0.040354467743258376,0.0005932883383656238,"33(2_0_0, 5_0_0)"
283,0.00643431412247884,0.001424722114640444,"33(3_0_0, 4_0_0)"
284,0.026455803997327675,0.0008482789909705046,"33(3_0_0, 5_0_0)"
285,0.019873156532329184,0.001551759622651275,"33(4_0_0, 5_0_0)"
286,0.034735071797499406,0.0004324366240809555,"34(1_0_0, 2_0_0)"
287,0.05688016172412059,0.0004634892663608212,"34(1_0_0, 3_0_0)"
288,0.01787401065559235,0.001721468804725144,"34(1_0_0, 4_0_0)"
289,0.022681834711379283,0.001607029238389916,"34(1_0_0, 5_0_0)"
290,0.014757111092777015,0.0012195872371331196,"34(2_0_0, 3_0_0)"
291,0.008862104480499197,0.0015588082362433843,"34(2_0_0, 4_0_0)"
292,0.0194654988260327,0.001245749168376838,"34(2_0_0, 5_0_0)"
293,0.00850416967220189,0.0016356349469803277,"34(3_0_0, 4_0_0)"
294,0.009593459197088473,0.0009109244425308988,"34(3_0_0, 5_0_0)"
295,0.012490927384082752,0.0017503040054611073,"34(4_0_0, 5_0_0)"
296,0.08456939660907657,2.8548828415934174e-05,"35(1_0_0, 2_0_0)"
297,0.04856437995119844,0.0009357632067660581,"35(1_0_0, 3_0_0)"
298,0.01700495781578675,0.0015650874363467473,"35(1_0_0, 4_0_0)"
299,0.02303792786664805,0.0012809422412800944,"35(1_0_0, 5_0_0)"
300,0.015289035693359787,0.0017037283421213864,"35(2_0_0, 3_0_0)"
301,0.015338130366938851,0.0016024697044135442,"35(2_0_0, 4_0_0)"
302,0.04056014514302137,0.000444288263428264,"35(2_0_0, 5_0_0)"
303,0.012505673481945489,0.0017230761003678152,"35(3_0_0, 4_0_0)"
304,0.044024311838169274,0.0006537983571313137,"35(3_0_0, 5_0_0)"
305,0.016840527928359574,0.0016418424826619366,"35(4_0_0, 5_0_0)"
306,0.03207147784623146,0.0008232120549586759,"36(1_0_0, 2_0_0)"
307,0.034438193393411434,0.000713848589707201,"36(1_0_0, 3_0_0)"
308,0.022216042551366375,0.001377611679827155,"36(1_0_0, 4_0_0)"
309,0.01782468640927498,0.0013964160644605633,"36(1_0_0, 5_0_0)"
310,0.03437288334750657,0.0007640769832759312,"36(2_0_0, 3_0_0)"
311,0.005722907434824924,0.0015674349571206559,"36(2_0_0, 4_0_0)"
312,0.03300183054086481,0.0007792102232516216,"36(2_0_0, 5_0_0)"
313,0.01161742154758261,0.0014570727545238297,"36(3_0_0, 4_0_0)"
314,0.04950487007041508,0.0002502920489544425,"36(3_0_0, 5_0_0)"
315,0.0196705552390566,0.0013010243348599625,"36(4_0_0, 5_0_0)"
316,0.014499112015440413,0.0017498581691538738,"37(1_0_0, 2_0_0)"
317,0.02429243871675765,0.0008048572395706455,"37(1_0_0, 3_0_0)"
318,0.033140728379785066,0.00020251042509400214,"37(1_0_0, 4_0_0)"
319,0.01207302945893956,0.0017167804676993758,"37(2_0_0, 3_0_0)"
320,0.012611247695101673,0.0017312931081917948,"37(2_0_0, 4_0_0)"
321,0.0581742968651425,0.00039120839822216665,"37(3_0_0, 4_0_0)"
322,0.00937577197298381,0.0016336758391846727,"38(1_0_0, 2_0_0)"
323,0.024062567189478575,0.001333308156604719,"38(1_0_0, 3_0_0)"
324,0.03537163886041489,0.0009691219535482337,"38(1_0_0, 4_0_0)"
325,0.009304519930376223,0.0016139797430054453,"38(2_0_0, 3_0_0)"
326,0.014693882469505487,0.0017555824034513987,"38(2_0_0, 4_0_0)"
327,0.04991886535360157,0.0002673672375641177,"38(3_0_0, 4_0_0)"
328,0.04032629653382638,0.0012036911609059498,"39(1_0_0, 2_0_0)"
329,0.019918172258330175,0.0013648136709953664,"39(1_0_0, 3_0_0)"
330,0.03938843776070294,0.001220344756495909,"39(1_0_0, 4_0_0)"
331,0.0079203672162769,0.001611577201490599,"39(2_0_0, 3_0_0)"
332,0.005522802847976486,0.0015325633729513634,"39(2_0_0, 4_0_0)"
333,0.014051901084134967,0.0015468911599055871,"39(3_0_0, 4_0_0)"
334,0.0205947508346668,0.0011222268773728146,"40(1_0_0, 2_0_0)"
335,0.027562996278740814,0.0007639553089305742,"40(1_0_0, 3_0_0)"
336,0.05675701613482879,0.0003934151096726507,"40(1_0_0, 4_0_0)"
337,0.058801271310711264,0.00035368545886993474,"40(1_0_0, 5_0_0)"
338,0.02016127134772792,0.0011731893675697381,"40(2_0_0, 3_0_0)"
339,0.04044856483895953,0.00019951135841203416,"40(2_0_0, 4_0_0)"
340,0.049143210282585316,0.0008438902071133348,"40(2_0_0, 5_0_0)"
341,0.019673657217604158,0.0006078779270870911,"40(3_0_0, 4_0_0)"
342,0.06735284784847563,0.0007133068189434554,"40(3_0_0, 5_0_0)"
343,0.022690931619828852,0.0014615888997796056,"40(4_0_0, 5_0_0)"
344,0.02770062004449501,0.00047181298397121565,"41(1_0_0, 2_0_0)"
345,0.02920164529214941,0.0006712683564762831,"41(1_0_0, 3_0_0)"
346,0.022178254500939926,0.000982679770158791,"41(1_0_0, 4_0_0)"
347,0.029219932125064036,1.1351907035617716e-05,"41(1_0_0, 5_0_0)"
348,0.0505329675765145,0.0008409501114990095,"41(2_0_0, 3_0_0)"
349,0.029134317315843594,0.00117666181822478,"41(2_0_0, 4_0_0)"
350,0.06515623705076955,0.0002939484851248528,"41(2_0_0, 5_0_0)"
351,0.017021586516266157,0.0009759451145422419,"41(3_0_0, 4_0_0)"
352,0.028049796745858474,0.0008884461494692176,"41(3_0_0, 5_0_0)"
353,0.042299549899848604,0.0007247830409367929,"41(4_0_0, 5_0_0)"
354,0.017723673709699957,0.0016337837559347774,"42(1_0_0, 2_0_0)"
355,0.006965827506600787,0.001590947959669055,"42(1_0_0, 3_0_0)"
356,0.026846542505228988,0.0014657467327847443,"42(1_0_0, 4_0_0)"
357,0.007151960023552069,0.0016120242008543536,"42(2_0_0, 3_0_0)"
